name,tags,alcohol,id,brewery_id,brewery_Name,image,Total Quantity,Remaining Quantity,Price
Vlaamsch Wit,white,4.5,1639,106,Brouwerij Van Honsebrouck,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Blanche des Honnelles,white,6,209,226,Brasserie de l'Abbaye des Rocs,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Blanche des Neiges,white,5,210,271,Brouwerij Huyghe,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Brut,blonde aperitif,8,298,188,Brouwerij De Vlier,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bruynen Moriaen,dark,9,299,219,Brouwerij Van Eecke,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Saison de Mai,saison,8.3,1316,42,Brasserie Saint-Monon,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Tatsevoet,belgian special,6,1507,173,Brouwerij Het Alternatief by Brouwerij Alvinne,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Brunette,high fermentation,9,291,337,Brouwerij Van Steenberge for Hopduvel Gent,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Blinde Mol,blonde,6.5,217,104,Brouwerij Maenhout by Brouwerij Gulden Spoor,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Sas Pils,pils,5,1332,257,Brouwerij Het Sas,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Biolégère,organic,3.5,185,130,Brasserie Dupont,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Echt Kriekenbier,fruit beer,6.8,522,64,Brouwerij Verhaeghe,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
t Smisje Calva Reserva,high fermentation,12,1488,190,Brouwerij De Regenboog,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
t Gaverhopke Bruintje,high fermentation,6.8,1479,79,Brouwerij 't Gaverhopke,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Alvinne Tripel,triple,8.7,59,63,Brouwerij Alvinne,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Black,darke ale,6.3,197,159,Brasserie de Bellevaux,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Cnudde Oudenaards bruin (Kerkhofbier),flemish old brown,5,380,239,Brouwerij Cnudde,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Fantôme Chocolat,high fermentation,8,548,206,Brasserie Fantôme,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Fantôme Spéciale Noel,high fermentation,8,549,206,Brasserie Fantôme,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Kessel Blond,high fermentation,7.5,834,188,Brouwerij De Vlier,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Keyte,"blonde, high fermentation",7.5,835,2,Brouwerij Strubbe,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Lambinus,"high fermentation, honey",8,939,22,De Proefbrouwerij for bierfirma Lesage,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
t Smisje BBBourgondier,high fermentation,12,1486,190,Brouwerij De Regenboog,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
t Smisje Blond,high fermentation,6,1487,190,Brouwerij De Regenboog,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
t Smisje Catherine The Great Imperial Stout,stout,10,1489,190,Brouwerij De Regenboog,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
t Smisje Grande Reserva,high fermentation,11,1493,190,Brouwerij De Regenboog,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Quintine Ambrée,high fermentation,8.5,1259,12,Brasserie Ellezelloise,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Kasteelbier Ooidonk,label beer,11,812,106,Brouwerij Van Honsebrouck,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
s Lands Souvenirs Du Terroir,brown,11,1302,205,Brouwerij De Landtsheer,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Saint-Benoît Blonde,"blonde, high fermentation",6.3,1304,210,Brasserie du Bocq,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Saint-Benoît Brune,"dark, high fermentation",6.5,1305,210,Brasserie du Bocq,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Leffe Lente,abbey,6.5,948,216,AB InBev,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Saint-Monon Ambrée,amber,6.5,1307,42,Brasserie Saint-Monon,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Grelotte,christmas,9,665,329,Brasserie Grain d'Orge,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Tongerlo Prior,"high fermentation, abbey",8,1535,47,Brouwerij Haacht,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Toria Blond,high fermentation,6.5,1538,116,Brouwerij De Graal for De Hoevebrouwers,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Verhaeghe Pils,pils,5.1,1615,64,Brouwerij Verhaeghe,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Special De Ryck,"high fermentation, amber",5.5,1392,110,Brouwerij De Ryck,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
West Pils,pils,5,1664,257,Brouwerij Het Sas,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
De Graal Dubbel,dark,6.5,444,34,Brouwerij De Graal,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Lily Blue,high fermentation,7.5,974,344,Brasserie Sainte-Hélène,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Limburgse Witte,high fermentation,5,975,296,Brouwerij Sint-Jozef,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Limerick,blonde,8,976,280,De Proefbrouwerij for bierfirma Bas-bieren,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Lindemans Apple,lambic,3.5,977,233,Brouwerij Lindemans,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Paix-Dieu,abbey,10,1160,212,Brasserie Caulier,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Brune,brown,6.8,284,159,Brasserie de Bellevaux,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Brunehaut Terroir,white,5,285,349,Brasserie de Brunehaut,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Belgica IPA,IPA,7.9,134,2,Brouwerij Strubbe,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Fasso Blond,blonde,6.5,554,51,Brouwerij Vissenaken,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Black Damnation I,russian imperial stout,13,192,154,De Struise Brouwers by Brouwerij Deca,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Liefmans Goudenband,brown,8,970,20,Brouwerij Liefmans,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Liefmans Oud Bruin,old brown,5,971,20,Brouwerij Liefmans,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Livinus Blonde,triple,10,985,219,Brouwerij Van Eecke,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bos Bier,fruit beer,9,253,356,Brouwerij DijkWaert,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
La Botteresse de Noël,"high fermentation, christmas",10.5,879,37,Brasserie la Botteresse de Sur-les-bois,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
La Botteresse Blonde,high fermentation,7.5,880,37,Brasserie la Botteresse de Sur-les-bois,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Nen Bangelijke,strong blonde,8,1098,99,Brouwerij 't Pakhuis,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Nen Biskop,blonde,6.4,1099,281,Brouwerij Danny for Stichting Marcel De Bisschop,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
La Moraipire,triple,8.5,905,340,Brasserie Millevertus,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
La Namuroise,high fermentation,7,906,111,Les Artisans Brasseurs,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Qantelaar,quadruple,8,1251,246,Brouwerij Maenhout for bierfirma Proefbrouwerij d'oude maalderij,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Pikkeling,"amber, high fermentation",6.2,1216,323,Brouwerij Slaghmuylder commissioned by VVV De Faluintjesstreek,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Plezir Blond,pils,5.5,1226,262,Brouwerij Sint-Jozef commissioned by Zirvest Cvba,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Plezir Brown,high fermentation,7.1,1227,262,Brouwerij Sint-Jozef commissioned by Zirvest Cvba,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Plezir D Lux Rosé,rosé,5.2,1229,262,Brouwerij Sint-Jozef commissioned by Zirvest Cvba,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Hapkin,"high fermentation, blonde",8.5,699,358,Alken-Maes (Heineken),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Hop Harvest,strong dark,8,735,313,Brouwerij De Ranke,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Hop Ruiter,triple,8,736,52,Scheldebrouwerij,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Hopus,"high fermentation, gold blonde",8.3,741,147,Brouwerij Lefebvre,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Piet-Agoras,high fermentation,9,1215,299,Brouwerij Het Alternatief by Brouwerij De Graal,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Timmermans Warme Kriek,kriek,4,1526,350,Brouwerij Timmermans,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Holger,pils,5,732,284,Brouwerij Martens,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
PMPRNL,"triple, organic",8,1232,316,Brouwerij Jessenhofke,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Brasserie des Rocs Triple Impériale,,10,260,226,Brasserie de l'Abbaye des Rocs,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Reinaert Grand Cru,amber,9.5,1272,133,De Proefbrouwerij,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Reinaert Tripel,blonde,9,1273,133,De Proefbrouwerij,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Augrenoise Blonde de Noël,"cloudy blonde, christmas",10,95,235,Brouwerij Augrenoise,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Augustijn Blond,abbey,7.5,96,241,Brouwerij Van Steenberge,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Augustijn Donker,abbey,7,97,241,Brouwerij Van Steenberge,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Augustijn Grand Cru,"abbey, triple",9,98,241,Brouwerij Van Steenberge,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Authentic 621,brown,7.5,99,38,Authentique Brasserie,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Authentic Ambrée,amber,5,100,38,Authentique Brasserie,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Authentic Blonde,blonde,6.5,101,38,Authentique Brasserie,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Authentic Blonde de Noël,christmas,9,102,38,Authentique Brasserie,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Authentic Triple,triple,9.5,103,38,Authentique Brasserie,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
L'Autruche Biere des Gilles,blonde cloudy,7,104,44,Brasserie de Silenrieux,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Averbode,abbey,7.5,105,271,Brouwerij Huyghe,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bacchus,old brown,4.5,106,106,Brouwerij Van Honsebrouck,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bacchus Frambozenbier,fruit beer,5,107,106,Brouwerij Van Honsebrouck,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bacchus Kriekenbier,fruit beer,5.8,108,106,Brouwerij Van Honsebrouck,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Balthazar,winter,8.9,109,63,Brouwerij Alvinne,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Barbãr,"blonde, honey",8,110,147,Brouwerij Lefebvre,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Barbãr Winter Bok,"bock, honey",8,111,147,Brouwerij Lefebvre,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Barbe d'Or (Goudbaard),blonde,7.5,112,64,Brouwerij Verhaeghe,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Barbe Noire (Zwartbaard),stout,9,113,64,Brouwerij Verhaeghe,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Barbe Rouge (Roodbaard),amber,8,114,64,Brouwerij Verhaeghe,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bas,gold blonde,6.5,115,280,De Proefbrouwerij for bierfirma Bas-bieren,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bastogne Pale Ale,belgian IPA,6.5,116,222,Brasserie de Bastogne,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Pater Lieven Bruin,abbey,6.5,1183,251,Brouwerij Van Den Bossche,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Viven Ale,belgian special,5,1634,263,De Proefbrouwerij for Beerdevelopment Viven,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
"Gordon 0,00",non alcoholic,0,640,91,Group John Martin,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Cuvée Saint-Antoine Brune,"abbey, scotch",9,431,160,Brasserie du Flo,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Cuvée Soeur'Ise,kriekenbier,8.5,433,137,Brouwerij De Leite,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Toria Tripel,"high fermentation, triple",8.7,1539,116,Brouwerij De Graal for De Hoevebrouwers,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Loterbol Blond,high fermentation,8,989,102,Brouwerij Loterbol,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Chapeau Framboise,"fruit beer, lambic",3.5,360,303,Brouwerij De Troch,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Palm Hopper,high fermentation,6,1167,302,Brouwerij Palm,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Leireken Boekweit Bruin,"brown, high fermentation, buckwheat, organic",6,956,301,Brouwerij Strubbe for Guldenboot nv,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Zwalmse Tripel,triple,8,1730,153,De Proefbrouwerij for de gemeente Zwalm,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Palm Dobbel,christmas,6,1165,302,Brouwerij Palm,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Zotte Bloare,brown,5.5,1726,277,Brouwerij 't Paenhuys,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Zennenat,high fermentation,6,1711,256,Brouwerij Den Herberg,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Kasteel Donker,dark,11,806,106,Brouwerij Van Honsebrouck,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Cuvée de Briqville,local,7,406,241,Brouwerij Van Steenberge,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Cuvée van de Keizer Rood,blonde special,10,435,161,Brouwerij Het Anker,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Ename Dubbel,"abbey, high fermentation",6.5,536,291,Brouwerij Roman,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Li Berwette di Noyè,dark christmas,8.5,965,214,Brasserie Saint-Monon for Confrérie du Busson,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
St. Bernardus Abt 12,high fermentation,10.5,1401,134,Brouwerij St. Bernardus,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Jan van Gent,blonde,5.5,766,20,Brouwerij Liefmans,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Gouden Carolus Classic,dark special,8.5,655,161,Brouwerij Het Anker,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Myn's Pils,pils,5,1081,87,Brasserie de Silly,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Belle-Vue Extra Kriek,kriek,4.3,148,14,Brouwerij Belle-Vue (AB InBev),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Kasteel Hoppy,blonde,6.5,807,106,Brouwerij Van Honsebrouck,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Malheur Dark Brut,dark brown,12,1012,205,Brouwerij De Landtsheer,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Liefmans Fruitesse Rood,fruit beer,4.2,969,20,Brouwerij Liefmans,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
La Botteresse aux pommes,"high fermentation, fruit beer",5.4,884,37,Brasserie la Botteresse de Sur-les-bois,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Brugse Zot Blond,gold blonde,6,281,84,Brouwerij De Halve Maan,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Witkap Pater Dubbel,"high fermentation, brown",7,1690,49,Brouwerij Slaghmuylder,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Wechelse Tripel,label beer,7.5,1663,189,Brouwerij St. Bernardus for café Den Toerist,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Den Alternatief,lager,5,470,173,Brouwerij Het Alternatief by Brouwerij Alvinne,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Slaapmutske Hop Collection ft. Kent Goldings,"high fermentation, single hop",10,1370,9,De Proefbrouwerij for Brouwerij Slaapmutske,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Paternoster Tripel,triple,8,1189,339,Brouwerij Anders commissioned by Paters en Prinsen,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Sint Canarus Tripel,triple,7.5,1362,240,Huisbrouwerij Sint Canarus by De Proefbrouwerij,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Willy Kriegelbier,dark blonde,7,1682,209,Huisbrouwerij Sint Canarus,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Gold Pils,pils,5,639,81,Brouwerij Bavik,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Diabolici,triple,8,486,91,Group John Martin,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
